GM,Hour
MARPBI,-400
APRPBI,-400
MAYPBI,-400
JUNPBI,-400
JULPBI,-400
AUGPBI,-400
SEPPBI,-400
OCTPBI,-400
NOVPBI,-500
DECPBI,-500
JANPBJ,1100
FEBPBJ,1100
MARPBJ,1100
APRPBJ,1100
MAYPBJ,1100
JUNPBJ,1100
JULPBJ,1100
AUGPBJ,1100
SEPPBJ,1100
OCTPBJ,1100
NOVPBJ,1100
DECPBJ,1100
JANPBL,-430
FEBPBL,-430
MARPBL,-430
APRPBL,-430
MAYPBL,-430
JUNPBL,-430
JULPBL,-430
AUGPBL,-430
SEPPBL,-430
OCTPBL,-430
NOVPBL,-430
DECPBL,-430
JANPBM,-300
FEBPBM,-300
MARPBM,-300
APRPBM,-300
MAYPBM,-300
JUNPBM,-300
JULPBM,-300
AUGPBM,-300
SEPPBM,-300
OCTPBM,-300
NOVPBM,-300
DECPBM,-300
JANPBO,800
FEBPBO,800
MARPBO,800
APRPBO,800
MAYPBO,800
JUNPBO,800
JULPBO,800
AUGPBO,800
SEPPBO,800
OCTPBO,800
NOVPBO,800
DECPBO,800
JANPBP,-600
FEBPBP,-600
MARPBP,-600
APRPBP,-600
MAYPBP,-600
JUNPBP,-600
JULPBP,-600
AUGPBP,-600
SEPPBP,-600
OCTPBP,-600
NOVPBP,-600
DECPBP,-600
JANPBU,630
FEBPBU,630
MARPBU,630
APRPBU,630
MAYPBU,630
JUNPBU,630
JULPBU,630
AUGPBU,630
SEPPBU,630
OCTPBU,630
NOVPBU,630
DECPBU,630
JANPBZ,200
FEBPBZ,200
MARPBZ,200
APRPBZ,200
MAYPBZ,200
JUNPBZ,200
JULPBZ,200
AUGPBZ,200
SEPPBZ,200
OCTPBZ,200
NOVPBZ,200
DECPBZ,200
JANPCA,-800
FEBPCA,-800
MARPCA,-800
APRPCA,-800
MAYPCA,-800
JUNPCA,-800
JULPCA,-800
AUGPCA,-800
SEPPCA,-800
OCTPCA,-800
NOVPCA,-800
DECPCA,-800
JANPCE,-800
FEBPCE,-800
MARPCE,-800
APRPCE,-800
MAYPCE,-800
JUNPCE,-800
JULPCE,-800
AUGPCE,-800
SEPPCE,-800
OCTPCE,-800
NOVPCE,-800
DECPCE,-800
JANPCH,-600
FEBPCH,-600
MARPCH,-600
APRPCH,-600
MAYPCH,-600
JUNPCH,-600
JULPCH,-600
AUGPCH,-600
SEPPCH,-600
OCTPCH,-600
NOVPCH,-600
DECPCH,-600
JANPCI,200
FEBPCI,200
MARPCI,200
APRPCI,200
MAYPCI,200
JUNPCI,200
JULPCI,200
AUGPCI,200
SEPPCI,200
OCTPCI,200
NOVPCI,200
DECPCI,200
JANPCL,-500
FEBPCL,-500
MARPCL,-500
APRPCL,-500
MAYPCL,-500
JUNPCL,-500
JULPCL,-500
AUGPCL,-500
SEPPCL,-500
OCTPCL,-500
NOVPCL,-500
DECPCL,-500
JANPCN,1300
FEBPCN,1300
MARPCN,1300
APRPCN,1300
MAYPCN,1200
JUNPCN,1200
JULPCN,1200
AUGPCN,1200
SEPPCN,1200
OCTPCN,1200
NOVPCN,1300
DECPCN,1300
JANPCP,0
FEBPCP,0
MARPCP,0
APRPCP,0
MAYPCP,0
JUNPCP,0
JULPCP,0
AUGPCP,0
SEPPCP,0
OCTPCP,0
NOVPCP,0
DECPCP,0
JANPCQ,700
FEBPCQ,700
MARPCQ,700
APRPCQ,700
MAYPCQ,700
JUNPCQ,700
JULPCQ,700
AUGPCQ,700
SEPPCQ,700
OCTPCQ,700
NOVPCQ,700
DECPCQ,700
JANPCR,-500
FEBPCR,-500
MARPCR,-500
APRPCR,-500
MAYPCR,-500
JUNPCR,-500
JULPCR,-500
AUGPCR,-500
SEPPCR,-500
OCTPCR,-500
NOVPCR,-500
DECPCR,-500
JANPCW,0
FEBPCW,0
MARPCW,0
APRPCW,0
MAYPCW,100
JUNPCW,100
JULPCW,100
AUGPCW,100
SEPPCW,100
OCTPCW,100
NOVPCW,0
DECPCW,0
JANPDA,-500
FEBPDA,-500
MARPDA,-500
APRPDA,-500
MAYPDA,-500
JUNPDA,-500
JULPDA,-500
AUGPDA,-500
SEPPDA,-500
OCTPDA,-500
NOVPDA,-500
DECPDA,-500
JANPDB,-800
FEBPDB,-800
MARPDB,-800
APRPDB,-800
MAYPDB,-800
JUNPDB,-800
JULPDB,-800
AUGPDB,-800
SEPPDB,-800
OCTPDB,-800
NOVPDB,-800
DECPDB,-800
JANPDG,700
FEBPDG,700
MARPDG,700
APRPDG,700
MAYPDG,700
JUNPDG,700
JULPDG,700
AUGPDG,700
SEPPDG,700
OCTPDG,700
NOVPDG,700
DECPDG,700
JANPDK,-400
FEBPDK,-400
MARPDK,-400
APRPDK,-400
MAYPDK,-400
JUNPDK,-400
JULPDK,-400
AUGPDK,-400
SEPPDK,-400
OCTPDK,-400
NOVPDK,-400
DECPDK,-400
JANPDL,-100
FEBPDL,-100
MARPDL,-100
APRPDL,0
MAYPDL,0
JUNPDL,0
JULPDL,0
AUGPDL,0
SEPPDL,0
OCTPDL,0
NOVPDL,-100
DECPDL,-100
JANPDM,-500
FEBPDM,-500
MARPDM,-500
APRPDM,-500
MAYPDM,-500
JUNPDM,-500
JULPDM,-500
AUGPDM,-500
SEPPDM,-500
OCTPDM,-500
NOVPDM,-500
DECPDM,-500
JANPDP,-200
FEBPDP,-200
MARPDP,-300
APRPDP,-300
MAYPDP,-300
JUNPDP,-300
JULPDP,-300
AUGPDP,-300
SEPPDP,-300
OCTPDP,-200
NOVPDP,-200
DECPDP,-200
JANPDS,-600
FEBPDS,-600
MARPDS,-500
APRPDS,-500
MAYPDS,-500
JUNPDS,-500
JULPDS,-500
AUGPDS,-500
SEPPDS,-500
OCTPDS,-500
NOVPDS,-600
DECPDS,-600
JANPDT,-700
FEBPDT,-700
MARPDT,-700
APRPDT,-700
MAYPDT,-700
JUNPDT,-700
JULPDT,-700
AUGPDT,-700
SEPPDT,-700
OCTPDT,-700
NOVPDT,-700
DECPDT,-700
JANPDV,200
FEBPDV,200
MARPDV,200
APRPDV,200
MAYPDV,300
JUNPDV,300
JULPDV,300
AUGPDV,300
SEPPDV,300
OCTPDV,300
NOVPDV,200
DECPDV,200
JANPDX,-800
FEBPDX,-800
MARPDX,-700
APRPDX,-700
MAYPDX,-700
JUNPDX,-700
JULPDX,-700
AUGPDX,-700
SEPPDX,-700
OCTPDX,-700
NOVPDX,-800
DECPDX,-800
JANPEC,-800
FEBPEC,-800
MARPEC,-800
APRPEC,-800
MAYPEC,-800
JUNPEC,-800
JULPEC,-800
AUGPEC,-800
SEPPEC,-800
OCTPEC,-800
NOVPEC,-800
DECPEC,-800
JANPED,200
FEBPED,200
MARPED,200
APRPED,200
MAYPED,200
JUNPED,200
JULPED,200
AUGPED,200
SEPPED,200
OCTPED,200
NOVPED,200
DECPED,200
JANPEE,500
FEBPEE,500
MARPEE,500
APRPEE,500
MAYPEE,500
JUNPEE,500
JULPEE,500
AUGPEE,500
SEPPEE,500
OCTPEE,500
NOVPEE,500
DECPEE,500
JANPEG,100
FEBPEG,100
MARPEG,100
APRPEG,100
MAYPEG,200
JUNPEG,200
JULPEG,200
AUGPEG,200
SEPPEG,200
OCTPEG,200
NOVPEG,100
DECPEG,100
JANPEI,-500
FEBPEI,-500
MARPEI,-500
APRPEI,-500
MAYPEI,-500
JUNPEI,-500
JULPEI,-500
AUGPEI,-500
SEPPEI,-500
OCTPEI,-500
NOVPEI,-500
DECPEI,-500
JANPEK,800
FEBPEK,800
MARPEK,800
APRPEK,800
MAYPEK,800
JUNPEK,800
JULPEK,800
AUGPEK,800
SEPPEK,800
OCTPEK,800
NOVPEK,800
DECPEK,800
JANPEM,-500
FEBPEM,-500
MARPEM,-500
APRPEM,-500
MAYPEM,-500
JUNPEM,-500
JULPEM,-500
AUGPEM,-500
SEPPEM,-500
OCTPEM,-500
NOVPEM,-500
DECPEM,-500
JANPEN,800
FEBPEN,800
MARPEN,800
APRPEN,800
MAYPEN,800
JUNPEN,800
JULPEN,800
AUGPEN,800
SEPPEN,800
OCTPEN,800
NOVPEN,800
DECPEN,800
JANPER,800
FEBPER,800
MARPER,800
APRPER,800
MAYPER,800
JUNPER,800
JULPER,800
AUGPER,800
SEPPER,800
OCTPER,800
NOVPER,800
DECPER,800
JANPES,300
FEBPES,300
MARPES,300
APRPES,300
MAYPES,300
JUNPES,300
JULPES,300
AUGPES,300
SEPPES,300
OCTPES,300
NOVPES,300
DECPES,300
JANPET,-200
FEBPET,-300
MARPET,-300
APRPET,-300
MAYPET,-300
JUNPET,-300
JULPET,-300
AUGPET,-300
SEPPET,-300
OCTPET,-200
NOVPET,-200
DECPET,-200
JANPEU,-600
FEBPEU,-600
MARPEU,-600
APRPEU,-600
MAYPEU,-600
JUNPEU,-600
JULPEU,-600
AUGPEU,-600
SEPPEU,-600
OCTPEU,-600
NOVPEU,-600
DECPEU,-600
JANPEW,500
FEBPEW,500
MARPEW,500
APRPEW,500
MAYPEW,500
JUNPEW,500
JULPEW,500
AUGPEW,500
SEPPEW,500
OCTPEW,500
NOVPEW,500
DECPEW,500
JANPEX,300
FEBPEX,300
MARPEX,300
APRPEX,300
MAYPEX,300
JUNPEX,300
JULPEX,300
AUGPEX,300
SEPPEX,300
OCTPEX,300
NOVPEX,300
DECPEX,300
JANPEZ,300
FEBPEZ,300
MARPEZ,300
APRPEZ,300
MAYPEZ,300
JUNPEZ,300
JULPEZ,300
AUGPEZ,300
SEPPEZ,300
OCTPEZ,300
NOVPEZ,300
DECPEZ,300
JANPFB,-200
FEBPFB,-300
MARPFB,-300
APRPFB,-300
MAYPFB,-300
JUNPFB,-300
JULPFB,-300
AUGPFB,-300
SEPPFB,-300
OCTPFB,-200
NOVPFB,-200
DECPFB,-200
JANPFE,100
FEBPFE,100
MARPFE,100
APRPFE,200
MAYPFE,200
JUNPFE,200
JULPFE,200
AUGPFE,200
SEPPFE,200
OCTPFE,200
NOVPFE,100
DECPFE,100
JANPFN,-600
FEBPFN,-600
MARPFN,-500
APRPFN,-500
MAYPFN,-500
JUNPFN,-500
JULPFN,-500
AUGPFN,-500
SEPPFN,-500
OCTPFN,-500
NOVPFN,-600
DECPFN,-600
JANPFO,200
FEBPFO,200
MARPFO,200
APRPFO,300
MAYPFO,300
JUNPFO,300
JULPFO,300
AUGPFO,300
SEPPFO,300
OCTPFO,300
NOVPFO,200
DECPFO,200
JANPFQ,430
FEBPFQ,430
MARPFQ,430
APRPFQ,430
MAYPFQ,430
JUNPFQ,430
JULPFQ,430
AUGPFQ,430
SEPPFQ,430
OCTPFQ,430
NOVPFQ,430
DECPFQ,430
JANPGA,-700
FEBPGA,-700
MARPGA,-700
APRPGA,-700
MAYPGA,-700
JUNPGA,-700
JULPGA,-700
AUGPGA,-700
SEPPGA,-700
OCTPGA,-700
NOVPGA,-700
DECPGA,-700
JANPGD,-400
FEBPGD,-400
MARPGD,-400
APRPGD,-400
MAYPGD,-400
JUNPGD,-400
JULPGD,-400
AUGPGD,-400
SEPPGD,-400
OCTPGD,-400
NOVPGD,-400
DECPGD,-400
JANPGF,100
FEBPGF,100
MARPGF,100
APRPGF,100
MAYPGF,200
JUNPGF,200
JULPGF,200
AUGPGF,200
SEPPGF,200
OCTPGF,200
NOVPGF,100
DECPGF,100
JANPGH,530
FEBPGH,530
MARPGH,530
APRPGH,530
MAYPGH,530
JUNPGH,530
JULPGH,530
AUGPGH,530
SEPPGH,530
OCTPGH,530
NOVPGH,530
DECPGH,530
JANPGK,700
FEBPGK,700
MARPGK,700
APRPGK,700
MAYPGK,700
JUNPGK,700
JULPGK,700
AUGPGK,700
SEPPGK,700
OCTPGK,700
NOVPGK,700
DECPGK,700
JANPGM,-900
FEBPGM,-900
MARPGM,-900
APRPGM,-900
MAYPGM,-900
JUNPGM,-900
JULPGM,-900
AUGPGM,-900
SEPPGM,-900
OCTPGM,-900
NOVPGM,-900
DECPGM,-900
JANPGU,430
FEBPGU,430
MARPGU,430
APRPGU,430
MAYPGU,430
JUNPGU,430
JULPGU,430
AUGPGU,430
SEPPGU,430
OCTPGU,430
NOVPGU,430
DECPGU,430
JANPGV,-500
FEBPGV,-500
MARPGV,-400
APRPGV,-400
MAYPGV,-400
JUNPGV,-400
JULPGV,-400
AUGPGV,-400
SEPPGV,-400
OCTPGV,-400
NOVPGV,-500
DECPGV,-500
JANPGX,100
FEBPGX,100
MARPGX,100
APRPGX,100
MAYPGX,200
JUNPGX,200
JULPGX,200
AUGPGX,100
SEPPGX,200
OCTPGX,200
NOVPGX,100
DECPGX,100
JANPHB,-300
FEBPHB,-300
MARPHB,-300
APRPHB,-300
MAYPHB,-300
JUNPHB,-300
JULPHB,-300
AUGPHB,-300
SEPPHB,-300
OCTPHB,-300
NOVPHB,-300
DECPHB,-300
JANPHC,100
FEBPHC,100
MARPHC,100
APRPHC,100
MAYPHC,100
JUNPHC,100
JULPHC,100
AUGPHC,100
SEPPHC,100
OCTPHC,100
NOVPHC,100
DECPHC,100
JANPHE,800
FEBPHE,800
MARPHE,800
APRPHE,800
MAYPHE,800
JUNPHE,800
JULPHE,800
AUGPHE,800
SEPPHE,800
OCTPHE,800
NOVPHE,800
DECPHE,800
JANPHF,-500
FEBPHF,-500
MARPHF,-400
APRPHF,-400
MAYPHF,-400
JUNPHF,-400
JULPHF,-400
AUGPHF,-400
SEPPHF,-400
OCTPHF,-400
NOVPHF,-500
DECPHF,-500
JANPHG,100
FEBPHG,100
MARPHG,100
APRPHG,100
MAYPHG,100
JUNPHG,100
JULPHG,100
AUGPHG,100
SEPPHG,100
OCTPHG,100
NOVPHG,100
DECPHG,100
JANPHL,-500
FEBPHL,-500
MARPHL,-400
APRPHL,-400
MAYPHL,-400
JUNPHL,-400
JULPHL,-400
AUGPHL,-400
SEPPHL,-400
OCTPHL,-400
NOVPHL,-500
DECPHL,-500
JANPHO,-900
FEBPHO,-900
MARPHO,-900
APRPHO,-900
MAYPHO,-800
JUNPHO,-800
JULPHO,-800
AUGPHO,-800
SEPPHO,-800
OCTPHO,-800
NOVPHO,-800
DECPHO,-900
JANPHS,700
FEBPHS,700
MARPHS,700
APRPHS,700
MAYPHS,700
JUNPHS,700
JULPHS,700
AUGPHS,700
SEPPHS,700
OCTPHS,700
NOVPHS,700
DECPHS,700
JANPHW,200
FEBPHW,200
MARPHW,200
APRPHW,200
MAYPHW,200
JUNPHW,200
JULPHW,200
AUGPHW,200
SEPPHW,200
OCTPHW,200
NOVPHW,200
DECPHW,200
JANPHX,-700
FEBPHX,-700
MARPHX,-700
APRPHX,-700
MAYPHX,-700
JUNPHX,-700
JULPHX,-700
AUGPHX,-700
SEPPHX,-700
OCTPHX,-700
NOVPHX,-700
DECPHX,-700
JANPIA,-600
FEBPIA,-600
MARPIA,-500
APRPIA,-500
MAYPIA,-500
JUNPIA,-500
JULPIA,-500
AUGPIA,-500
SEPPIA,-500
OCTPIA,-500
NOVPIA,-600
DECPIA,-600
JANPIB,-600
FEBPIB,-600
MARPIB,-500
APRPIB,-500
MAYPIB,-500
JUNPIB,-500
JULPIB,-500
AUGPIB,-500
SEPPIB,-500
OCTPIB,-500
NOVPIB,-600
DECPIB,-600
JANPID,-500
FEBPID,-500
MARPID,-500
APRPID,-500
MAYPID,-500
JUNPID,-500
JULPID,-400
AUGPID,-400
SEPPID,-400
OCTPID,-400
NOVPID,-500
DECPID,-500
JANPIE,-400
FEBPIE,-400
MARPIE,-400
APRPIE,-400
MAYPIE,-400
JUNPIE,-400
JULPIE,-400
AUGPIE,-400
SEPPIE,-400
OCTPIE,-400
NOVPIE,-400
DECPIE,-400
JANPIF,800
FEBPIF,800
MARPIF,800
APRPIF,800
MAYPIF,800
JUNPIF,800
JULPIF,800
AUGPIF,800
SEPPIF,800
OCTPIF,800
NOVPIF,800
DECPIF,800
JANPIH,-700
FEBPIH,-700
MARPIH,-600
APRPIH,-600
MAYPIH,-600
JUNPIH,-600
JULPIH,-600
AUGPIH,-600
SEPPIH,-600
OCTPIH,-600
NOVPIH,-700
DECPIH,-700
JANPIK,0
FEBPIK,0
MARPIK,0
APRPIK,0
MAYPIK,100
JUNPIK,100
JULPIK,100
AUGPIK,100
SEPPIK,100
OCTPIK,100
NOVPIK,0
DECPIK,0
JANPIN,-400
FEBPIN,-400
MARPIN,-400
APRPIN,-400
MAYPIN,-400
JUNPIN,-400
JULPIN,-400
AUGPIN,-400
SEPPIN,-400
OCTPIN,-400
NOVPIN,-400
DECPIN,-400
JANPIO,-500
FEBPIO,-500
MARPIO,-500
APRPIO,-500
MAYPIO,-500
JUNPIO,-500
JULPIO,-500
AUGPIO,-500
SEPPIO,-500
OCTPIO,-500
NOVPIO,-500
DECPIO,-500
JANPIP,-800
FEBPIP,-800
MARPIP,-800
APRPIP,-800
MAYPIP,-800
JUNPIP,-800
JULPIP,-800
AUGPIP,-800
SEPPIP,-800
OCTPIP,-800
NOVPIP,-800
DECPIP,-800
JANPIR,-600
FEBPIR,-600
MARPIR,-500
APRPIR,-500
MAYPIR,-500
JUNPIR,-500
JULPIR,-500
AUGPIR,-500
SEPPIR,-500
OCTPIR,-500
NOVPIR,-600
DECPIR,-600
JANPIS,100
FEBPIS,100
MARPIS,100
APRPIS,100
MAYPIS,200
JUNPIS,200
JULPIS,200
AUGPIS,200
SEPPIS,200
OCTPIS,200
NOVPIS,100
DECPIS,100
JANPIT,-500
FEBPIT,-500
MARPIT,-400
APRPIT,-400
MAYPIT,-400
JUNPIT,-400
JULPIT,-400
AUGPIT,-400
SEPPIT,-400
OCTPIT,-400
NOVPIT,-500
DECPIT,-500
JANPIU,-500
FEBPIU,-500
MARPIU,-500
APRPIU,-500
MAYPIU,-500
JUNPIU,-500
JULPIU,-500
AUGPIU,-500
SEPPIU,-500
OCTPIU,-500
NOVPIU,-500
DECPIU,-500
JANPIW,-600
FEBPIW,-600
MARPIW,-600
APRPIW,-600
MAYPIW,-600
JUNPIW,-600
JULPIW,-500
AUGPIW,-500
SEPPIW,-500
OCTPIW,-500
NOVPIW,-600
DECPIW,-600
JANPIX,-100
FEBPIX,-100
MARPIX,-100
APRPIX,-100
MAYPIX,0
JUNPIX,0
JULPIX,0
AUGPIX,0
SEPPIX,0
OCTPIX,0
NOVPIX,-100
DECPIX,-100
JANPIZ,-800
FEBPIZ,-800
MARPIZ,-800
APRPIZ,-800
MAYPIZ,-800
JUNPIZ,-800
JULPIZ,-800
AUGPIZ,-800
SEPPIZ,-800
OCTPIZ,-800
NOVPIZ,-800
DECPIZ,-800
JANPJA,200
FEBPJA,200
MARPJA,200
APRPJA,200
MAYPJA,200
JUNPJA,200
JULPJA,200
AUGPJA,200
SEPPJA,200
OCTPJA,200
NOVPJA,200
DECPJA,200
JANPJG,500
FEBPJG,500
MARPJG,500
APRPJG,500
MAYPJG,500
JUNPJG,500
JULPJG,500
AUGPJG,500
SEPPJG,500
OCTPJG,500
NOVPJG,500
DECPJG,500
JANPJM,-600
FEBPJM,-600
MARPJM,-600
APRPJM,-600
MAYPJM,-600
JUNPJM,-600
JULPJM,-600
AUGPJM,-600
SEPPJM,-600
OCTPJM,-600
NOVPJM,-600
DECPJM,-600
JANPKA,-800
FEBPKA,-800
MARPKA,-800
APRPKA,-800
MAYPKA,-800
JUNPKA,-800
JULPKA,-800
AUGPKA,-800
SEPPKA,-800
OCTPKA,-800
NOVPKA,-800
DECPKA,-800
JANPKB,-500
FEBPKB,-500
MARPKB,-400
APRPKB,-400
MAYPKB,-400
JUNPKB,-400
JULPKB,-400
AUGPKB,-400
SEPPKB,-400
OCTPKB,-400
NOVPKB,-500
DECPKB,-500
JANPKC,1200
FEBPKC,1200
MARPKC,1200
APRPKC,1200
MAYPKC,1200
JUNPKC,1200
JULPKC,1200
AUGPKC,1200
SEPPKC,1200
OCTPKC,1200
NOVPKC,1200
DECPKC,1200
JANPKE,1100
FEBPKE,1100
MARPKE,1100
APRPKE,1100
MAYPKE,1000
JUNPKE,1000
JULPKE,1000
AUGPKE,1000
SEPPKE,1000
OCTPKE,1000
NOVPKE,1000
DECPKE,1000
JANPKG,800
FEBPKG,800
MARPKG,800
APRPKG,800
MAYPKG,800
JUNPKG,800
JULPKG,800
AUGPKG,800
SEPPKG,800
OCTPKG,800
NOVPKG,800
DECPKG,800
JANPKN,700
FEBPKN,700
MARPKN,700
APRPKN,700
MAYPKN,700
JUNPKN,700
JULPKN,700
AUGPKN,700
SEPPKN,700
OCTPKN,700
NOVPKN,700
DECPKN,700
JANPKR,545
FEBPKR,545
MARPKR,545
APRPKR,545
MAYPKR,545
JUNPKR,545
JULPKR,545
AUGPKR,545
SEPPKR,545
OCTPKR,545
NOVPKR,545
DECPKR,545
JANPKU,700
FEBPKU,700
MARPKU,700
APRPKU,700
MAYPKU,700
JUNPKU,700
JULPKU,700
AUGPKU,700
SEPPKU,700
OCTPKU,700
NOVPKU,700
DECPKU,700
JANPKV,300
FEBPKV,300
MARPKV,300
APRPKV,300
MAYPKV,300
JUNPKV,300
JULPKV,300
AUGPKV,300
SEPPKV,300
OCTPKV,300
NOVPKV,300
DECPKV,300
JANPKY,700
FEBPKY,700
MARPKY,700
APRPKY,700
MAYPKY,700
JUNPKY,700
JULPKY,700
AUGPKY,700
SEPPKY,700
OCTPKY,700
NOVPKY,700
DECPKY,700
JANPKZ,700
FEBPKZ,700
MARPKZ,700
APRPKZ,700
MAYPKZ,700
JUNPKZ,700
JULPKZ,700
AUGPKZ,700
SEPPKZ,700
OCTPKZ,700
NOVPKZ,700
DECPKZ,700
JANPLB,-500
FEBPLB,-500
MARPLB,-500
APRPLB,-400
MAYPLB,-400
JUNPLB,-400
JULPLB,-400
AUGPLB,-400
SEPPLB,-400
OCTPLB,-400
NOVPLB,-500
DECPLB,-500
JANPLD,-600
FEBPLD,-600
MARPLD,-600
APRPLD,-600
MAYPLD,-600
JUNPLD,-600
JULPLD,-600
AUGPLD,-600
SEPPLD,-600
OCTPLD,-600
NOVPLD,-600
DECPLD,-600
JANPLH,0
FEBPLH,0
MARPLH,0
APRPLH,100
MAYPLH,100
JUNPLH,100
JULPLH,100
AUGPLH,100
SEPPLH,100
OCTPLH,100
NOVPLH,0
DECPLH,0
JANPLJ,-600
FEBPLJ,-600
MARPLJ,-600
APRPLJ,-600
MAYPLJ,-600
JUNPLJ,-600
JULPLJ,-600
AUGPLJ,-600
SEPPLJ,-600
OCTPLJ,-600
NOVPLJ,-600
DECPLJ,-600
JANPLM,700
FEBPLM,700
MARPLM,700
APRPLM,700
MAYPLM,700
JUNPLM,700
JULPLM,700
AUGPLM,700
SEPPLM,700
OCTPLM,700
NOVPLM,700
DECPLM,700
JANPLN,-500
FEBPLN,-500
MARPLN,-400
APRPLN,-400
MAYPLN,-400
JUNPLN,-400
JULPLN,-400
AUGPLN,-400
SEPPLN,-400
OCTPLN,-400
NOVPLN,-500
DECPLN,-500
JANPLO,1030
FEBPLO,1030
MARPLO,1030
APRPLO,930
MAYPLO,930
JUNPLO,930
JULPLO,930
AUGPLO,930
SEPPLO,930
OCTPLO,930
NOVPLO,1030
DECPLO,1030
JANPLP,-500
FEBPLP,-500
MARPLP,-500
APRPLP,-500
MAYPLP,-500
JUNPLP,-500
JULPLP,-500
AUGPLP,-500
SEPPLP,-500
OCTPLP,-500
NOVPLP,-500
DECPLP,-500
JANPLQ,200
FEBPLQ,200
MARPLQ,200
APRPLQ,300
MAYPLQ,300
JUNPLQ,300
JULPLQ,300
AUGPLQ,300
SEPPLQ,300
OCTPLQ,300
NOVPLQ,200
DECPLQ,200
JANPLS,-400
FEBPLS,-400
MARPLS,-400
APRPLS,-400
MAYPLS,-400
JUNPLS,-400
JULPLS,-400
AUGPLS,-400
SEPPLS,-400
OCTPLS,-400
NOVPLS,-400
DECPLS,-400
JANPLU,-300
FEBPLU,-300
MARPLU,-300
APRPLU,-300
MAYPLU,-300
JUNPLU,-300
JULPLU,-300
AUGPLU,-300
SEPPLU,-300
OCTPLU,-300
NOVPLU,-300
DECPLU,-300
JANPLV,200
FEBPLV,200
MARPLV,200
APRPLV,200
MAYPLV,200
JUNPLV,200
JULPLV,200
AUGPLV,200
SEPPLV,200
OCTPLV,200
NOVPLV,300
DECPLV,200
JANPLW,800
FEBPLW,800
MARPLW,800
APRPLW,800
MAYPLW,800
JUNPLW,800
JULPLW,800
AUGPLW,800
SEPPLW,800
OCTPLW,800
NOVPLW,800
DECPLW,800
JANPLX,600
FEBPLX,600
MARPLX,600
APRPLX,600
MAYPLX,600
JUNPLX,600
JULPLX,600
AUGPLX,600
SEPPLX,600
OCTPLX,600
NOVPLX,600
DECPLX,600
JANPLZ,200
FEBPLZ,200
MARPLZ,200
APRPLZ,200
MAYPLZ,200
JUNPLZ,200
JULPLZ,200
AUGPLZ,200
SEPPLZ,200
OCTPLZ,200
NOVPLZ,200
DECPLZ,200
JANPMA,300
FEBPMA,300
MARPMA,300
APRPMA,300
MAYPMA,300
JUNPMA,300
JULPMA,300
AUGPMA,300
SEPPMA,300
OCTPMA,300
NOVPMA,300
DECPMA,300
JANPMC,-300
FEBPMC,-300
MARPMC,-300
APRPMC,-300
MAYPMC,-300
JUNPMC,-300
JULPMC,-300
AUGPMC,-300
SEPPMC,-300
OCTPMC,-300
NOVPMC,-300
DECPMC,-300
JANPMD,-700
FEBPMD,-700
MARPMD,-700
APRPMD,-700
MAYPMD,-700
JUNPMD,-700
JULPMD,-700
AUGPMD,-700
SEPPMD,-700
OCTPMD,-700
NOVPMD,-800
DECPMD,-700
JANPMF,100
FEBPMF,100
MARPMF,100
APRPMF,100
MAYPMF,200
JUNPMF,200
JULPMF,200
AUGPMF,200
SEPPMF,200
OCTPMF,200
NOVPMF,100
DECPMF,100
JANPMI,100
FEBPMI,100
MARPMI,100
APRPMI,200
MAYPMI,200
JUNPMI,200
JULPMI,200
AUGPMI,200
SEPPMI,200
OCTPMI,200
NOVPMI,100
DECPMI,100
JANPMK,1000
FEBPMK,1000
MARPMK,1000
APRPMK,1000
MAYPMK,1000
JUNPMK,1000
JULPMK,1000
AUGPMK,1000
SEPPMK,1000
OCTPMK,1000
NOVPMK,1000
DECPMK,1000
JANPML,-900
FEBPML,-900
MARPML,-800
APRPML,-800
MAYPML,-800
JUNPML,-800
JULPML,-800
AUGPML,-800
SEPPML,-800
OCTPML,-800
NOVPML,-900
DECPML,-900
JANPMO,100
FEBPMO,100
MARPMO,100
APRPMO,200
MAYPMO,200
JUNPMO,200
JULPMO,200
AUGPMO,200
SEPPMO,200
OCTPMO,200
NOVPMO,100
DECPMO,100
JANPMQ,-300
FEBPMQ,-300
MARPMQ,-300
APRPMQ,-300
MAYPMQ,-300
JUNPMQ,-300
JULPMQ,-300
AUGPMQ,-300
SEPPMQ,-300
OCTPMQ,-300
NOVPMQ,-300
DECPMQ,-300
JANPMR,1300
FEBPMR,1300
MARPMR,1300
APRPMR,1200
MAYPMR,1200
JUNPMR,1200
JULPMR,1200
AUGPMR,1200
SEPPMR,1200
OCTPMR,1300
NOVPMR,1300
DECPMR,1300
JANPMV,-430
FEBPMV,-430
MARPMV,-430
APRPMV,-430
MAYPMV,-430
JUNPMV,-430
JULPMV,-430
AUGPMV,-430
SEPPMV,-430
OCTPMV,-430
NOVPMV,-430
DECPMV,-430
JANPMW,-300
FEBPMW,-300
MARPMW,-300
APRPMW,-300
MAYPMW,-300
JUNPMW,-300
JULPMW,-300
AUGPMW,-300
SEPPMW,-300
OCTPMW,-300
NOVPMW,-300
DECPMW,-300
JANPMY,-300
FEBPMY,-300
MARPMY,-300
APRPMY,-300
MAYPMY,-300
JUNPMY,-300
JULPMY,-300
AUGPMY,-300
SEPPMY,-300
OCTPMY,-300
NOVPMY,-300
DECPMY,-300
JANPMZ,-600
FEBPMZ,-600
